HIST;HIST-History;15100;Amer Hist To 1877;202330;Summer 2023;Y01;22842;Barr, Erin C.;4.1%;32.7%;2.0%;;18.4%;18.4%;8.2%;6.1%;4.1%;2.0%;;;;4.1%;;;;;;;;;
HIST;HIST-History;15200;U S Since 1877;202330;Summer 2023;011;34247;Lutes, Thomas E.;45.0%;20.0%;5.0%;;10.0%;10.0%;10.0%;;;;;;;;;;;;;;;;
HIST;HIST-History;15200;U S Since 1877;202330;Summer 2023;Y01;10272;Bynum, Cornelius L.;14.9%;10.6%;4.3%;;23.4%;12.8%;10.6%;10.6%;8.5%;2.1%;;;;2.1%;;;;;;;;;
HIST;HIST-History;24100;East Asia Modern World;202330;Summer 2023;001;34245;Kong, Xuening;22.2%;33.3%;;;5.6%;5.6%;16.7%;5.6%;;5.6%;;;;5.6%;;;;;;;;;
HIST;HIST-History;35000;Science & Society In 20th Cent;202330;Summer 2023;Y01;34704;Ens, Andrea J.;11.1%;11.1%;2.8%;;5.6%;13.9%;8.3%;8.3%;5.6%;;2.8%;5.6%;5.6%;11.1%;;;;;;;;5.6%;2.8%
HIST;HIST-History;35100;Second World War;202330;Summer 2023;001;14383;Roberts, Randy W.;38.1%;34.9%;;;3.2%;;17.5%;;;3.2%;3.2%;;;;;;;;;;;;
HIST;HIST-History;35500;American Military Aff;202330;Summer 2023;001;28802;Jones, Trenton C.;24.0%;12.0%;32.0%;;16.0%;4.0%;8.0%;4.0%;;;;;;;;;;;;;;;
HIST;HIST-History;37700;Hist & Cult Native Am;202330;Summer 2023;001;11086;Marsh, Dawn G.;69.2%;;;;15.4%;;;;;;7.7%;;;7.7%;;;;;;;;;
HK;HK-Health And Kinesiology;10000;Foundations Of Kinesiology;202330;Summer 2023;001;28787;Blankenship, Bonnie T.;17.2%;3.4%;;;13.8%;6.9%;10.3%;20.7%;3.4%;17.2%;;;6.9%;;;;;;;;;;
HK;HK-Health And Kinesiology;30800;Athletic Health Care;202330;Summer 2023;001;31725;Popp, Jennifer K.;62.5%;25.0%;;;3.1%;;9.4%;;;;;;;;;;;;;;;;
HK;HK-Health And Kinesiology;36800;Exercise Physiology I;202330;Summer 2023;005;32196;Carroll, Chad C.;17.8%;15.6%;;;13.3%;6.7%;17.8%;4.4%;8.9%;8.9%;;;2.2%;2.2%;;;;;;;;2.2%;
HK;HK-Health And Kinesiology;46500;Research Methods;202330;Summer 2023;001;22428;Klenosky, David B.;45.5%;27.3%;;;9.1%;4.5%;;;;;;;;13.6%;;;;;;;;;
HK;HK-Health And Kinesiology;49000;Intro To Sports Management;202330;Summer 2023;027;32055;Henderson, Christopher J.;33.3%;;;;22.2%;11.1%;22.2%;;5.6%;;;;;5.6%;;;;;;;;;
HK;HK-Health And Kinesiology;49000;Science And Business Of Sports;202330;Summer 2023;031;33766;Lawrance, Scott E.;;;;;;;;;;;;;;;;;100.0%;;;;;;
HONR;HONR-Honors;12000;Introduction To Research;202330;Summer 2023;001;33941;Ware, Jason A.;1.8%;1.8%;82.1%;;;1.8%;;;;;1.8%;;;8.9%;;;;;;;;1.8%;
HONR;HONR-Honors;12000;Introduction To Research;202330;Summer 2023;002;33942;Ware, Jason A.;2.3%;6.8%;81.8%;;;;;;;4.5%;;;;2.3%;2.3%;;;;;;;;
HONR;HONR-Honors;12000;Introduction To Research;202330;Summer 2023;003;33943;Serrano anazco, Mayari I.;70.7%;4.9%;14.6%;;2.4%;4.9%;;;2.4%;;;;;;;;;;;;;;
HONR;HONR-Honors;12000;Introduction To Research;202330;Summer 2023;004;33944;Rahman, Md S.;90.5%;2.4%;;;2.4%;2.4%;;;;;;;;2.4%;;;;;;;;;
HONR;HONR-Honors;12000;Introduction To Research;202330;Summer 2023;005;33945;Rahman, Md S.;88.2%;5.9%;;;5.9%;;;;;;;;;;;;;;;;;;
HONR;HONR-Honors;19900;Blue Sky Scholars;202330;Summer 2023;008;34855;Adeoye, Temitope F.;33.3%;;66.7%;;;;;;;;;;;;;;;;;;;;
HONR;HONR-Honors;19900;The Next Great Idea;202330;Summer 2023;006;28925;Vanaik, Anish;;;;;;;;;;;;;;;;;100.0%;;;;;;
HONR;HONR-Honors;19903;Interdisc Approach To Writing;202330;Summer 2023;002;34080;Parkison, Shawn R.;52.9%;11.8%;23.5%;;11.8%;;;;;;;;;;;;;;;;;;
HONR;HONR-Honors;22100;Exploring Place;202330;Summer 2023;003;33940;Moore, Jonathan P.;78.6%;7.1%;;;;;7.1%;;;;;;;;;;;;;;;7.1%;
HONR;HONR-Honors;22100;Exploring Place;202330;Summer 2023;004;34081;Swanson, Nathan W.;85.7%;4.8%;;;;;4.8%;;;;;;;4.8%;;;;;;;;;
HONR;HONR-Honors;29900;Summer Mentorship;202330;Summer 2023;003;34925;Lee, Hyunju;83.3%;;;;5.6%;;;;;5.6%;;;;5.6%;;;;;;;;;
HONR;HONR-Honors;29900;Summer Mentorship;202330;Summer 2023;004;34926;Lee, Hyunju;83.3%;5.6%;;;5.6%;;;;;;;;;5.6%;;;;;;;;;
HONR;HONR-Honors;39900;Happiness;202330;Summer 2023;002;32075;Kovich, Melissa K.;29.0%;3.2%;61.3%;;3.2%;;;;;;;;;;;;3.2%;;;;;;
HORT;HORT-Horticulture;30600;Hist Of Horticulture;202330;Summer 2023;001;34682;Benzinger, Scott W.;40.9%;;;;27.3%;;;13.6%;;;6.8%;;;6.8%;;;2.3%;;;;;2.3%;
HSCI;HSCI-Health Sciences;19000;Expl Human Disease Det& Prev;202330;Summer 2023;001;34285;Hilliard, Lisa M.;;;;;;;;;;;;;;;;2.2%;97.8%;;;;;;
HSCI;HSCI-Health Sciences;20100;Public Health Science;202330;Summer 2023;001;24010;Wilson, Mark D.;67.4%;;;;16.3%;;;2.3%;;;;;;11.6%;;;;;;;;2.3%;
HTM;HTM-Hospitality & Tourism Mgmt;14100;Fin Acctg Service Ind;202330;Summer 2023;001;29170;Baldick, Hwijin J.;4.2%;4.2%;;;20.8%;8.3%;;16.7%;20.8%;;12.5%;;4.2%;;;;;;;;;8.3%;
HTM;HTM-Hospitality & Tourism Mgmt;16200;Intro To Event & Meet Planning;202330;Summer 2023;001;11331;Leitch, Stephen R.;7.7%;23.1%;7.7%;;7.7%;15.4%;7.7%;;7.7%;;7.7%;;;7.7%;;;;;;;;7.7%;
HTM;HTM-Hospitality & Tourism Mgmt;20200;Hospitality&Tourism Work Expr;202330;Summer 2023;001;10073;Leitch, Margaret T.;;;;;;;;;;;;;;;;;100.0%;;;;;;
HTM;HTM-Hospitality & Tourism Mgmt;24100;Mgr Acct&Fncl Mgt Hosp;202330;Summer 2023;001;11154;Tang, Chun-Hung H.;3.4%;10.3%;;;20.7%;3.4%;13.8%;17.2%;;10.3%;3.4%;3.4%;6.9%;;;;;;;;;6.9%;
HTM;HTM-Hospitality & Tourism Mgmt;30200;Hosp & Tour Ind Intern;202330;Summer 2023;001;12167;Leitch, Margaret T.;82.9%;;;;9.2%;;;1.3%;;;;;;1.3%;;;;;;;;5.3%;
HTM;HTM-Hospitality & Tourism Mgmt;31100;Procuremt Mgt Foodserv;202330;Summer 2023;001;21976;Byrd, Karen S.;18.2%;;4.5%;;22.7%;;9.1%;13.6%;;4.5%;;;4.5%;9.1%;;;;;;;;13.6%;
IE;IE-Industrial Engineering;33500;Oper Research-Optimiz;202330;Summer 2023;001;34425;Karakaya, Erhan;;4.8%;23.8%;;4.8%;14.3%;4.8%;4.8%;9.5%;4.8%;9.5%;;;19.0%;;;;;;;;;
IE;IE-Industrial Engineering;34300;Engineering Economics;202330;Summer 2023;001;32076;Salama, Mohamed;12.8%;14.9%;4.3%;;14.9%;10.6%;17.0%;6.4%;4.3%;8.5%;;;2.1%;2.1%;;;;;;;;2.1%;
IE;IE-Industrial Engineering;39699;Prof Practice Internship;202330;Summer 2023;001;21122;Brunese, Patrick A.;;;;;;;;;;;;;;;;;;;100.0%;;;;
IE;IE-Industrial Engineering;56600;Product Mgt Control;202330;Summer 2023;OL1;31659;Fong, Nga Hin B.;21.5%;7.5%;64.5%;;;;3.2%;;;;;;;;;;;;;;;3.2%;
IE;IE-Industrial Engineering;69600;Grad Prof Practice;202330;Summer 2023;004;20976;Brunese, Patrick A.;;;;;;;;;;;;;;;;;;;97.6%;2.4%;;;
IET;IET-Industrial Engr Technology;33400;Economics Analysis - Tech Sys;202330;Summer 2023;011;31723;Sutton, Mathias J.;25.0%;;;;17.9%;3.6%;3.6%;10.7%;7.1%;21.4%;;3.6%;3.6%;;;;;;;;;3.6%;
IPPH;IPPH-Industrial & Phys Pharm;59000;Solid-State NMR Pharmaceut II;202330;Summer 2023;002;34849;Munson, Eric J.;100.0%;;;;;;;;;;;;;;;;;;;;;;
JPNS;JPNS-Japanese;10100;Japanese Level I;202330;Summer 2023;001;34820;Kurita, Hitomi;21.4%;7.1%;57.1%;;;;;;;7.1%;;;;;;;;;;;;7.1%;
JPNS;JPNS-Japanese;20100;Japanese Level III;202330;Summer 2023;001;11155;Minobe, Masaki;21.4%;21.4%;28.6%;;;;14.3%;;;;;;;7.1%;;;;;;;;7.1%;
LING;LING-Linguistics;20100;Intro To Linguistics;202330;Summer 2023;002;32025;Opoku, Eunice;25.0%;;12.5%;;18.8%;12.5%;;6.3%;6.3%;6.3%;;;6.3%;;;;;;;;;6.3%;
MA;MA-Mathematics;13800;Math For Elm Tchrs II;202330;Summer 2023;001;31147;Fitch, Jennifer M.;8.3%;;;;41.7%;;;16.7%;;;16.7%;;;8.3%;;;;;;;;8.3%;
MA;MA-Mathematics;13900;Math For Elm Tchrs III;202330;Summer 2023;001;10302;Max, Brooke M.;16.7%;;3.3%;;20.0%;3.3%;;33.3%;3.3%;;13.3%;;;3.3%;;;;;;;;3.3%;
MA;MA-Mathematics;15300;College Algebra;202330;Summer 2023;Y01;12381;Devlin, Patrick M.;6.3%;;6.3%;;6.3%;18.8%;;6.3%;12.5%;6.3%;6.3%;;6.3%;6.3%;;;;;;;;18.8%;
MA;MA-Mathematics;15800;Precalculus - Functions & Trig;202330;Summer 2023;BOP;24255;Delworth, Timothy J.;12.9%;6.5%;16.1%;;22.6%;12.9%;6.5%;;6.5%;9.7%;;;;6.5%;;;;;;;;;
MA;MA-Mathematics;15800;Precalculus - Functions & Trig;202330;Summer 2023;DIS;10012;Norris, David M.;25.0%;3.1%;3.1%;;12.5%;3.1%;;3.1%;9.4%;12.5%;12.5%;;6.3%;3.1%;;;;;;;;6.3%;
MA;MA-Mathematics;15800;Precalculus- Functions & Trig;202330;Summer 2023;001;13259;Devlin, Patrick M.;14.9%;2.1%;4.3%;;8.5%;12.8%;8.5%;8.5%;2.1%;4.3%;8.5%;;4.3%;17.0%;;;;;;;;4.3%;
MA;MA-Mathematics;15800;Precalculus- Functions & Trig;202330;Summer 2023;DIS;10012;Norris, David M.;;;;;15.0%;15.0%;;10.0%;10.0%;20.0%;5.0%;;15.0%;5.0%;;;;;;;;5.0%;
MA;MA-Mathematics;16010;Applied Calculus I;202330;Summer 2023;001;28853;Garner, Julia A.;10.0%;5.0%;10.0%;;5.0%;20.0%;5.0%;10.0%;;;10.0%;;5.0%;15.0%;;;;;;;;5.0%;
MA;MA-Mathematics;16010;Applied Calculus I;202330;Summer 2023;017;31149;Delgado, Huimei;28.6%;;21.4%;;21.4%;;7.1%;7.1%;;7.1%;;;;;;;;;;;;7.1%;
MA;MA-Mathematics;16010;Applied Calculus I;202330;Summer 2023;DIS;10013;Karunaratne, Susitha H.;13.8%;5.5%;2.8%;;13.1%;4.1%;8.3%;13.8%;4.8%;3.4%;9.0%;2.8%;5.5%;9.0%;;;;;;;;4.1%;
MA;MA-Mathematics;16020;Applied Calculus II;202330;Summer 2023;DIS;10023;Norris, David M.;22.0%;1.2%;7.3%;;22.0%;6.1%;1.2%;7.3%;2.4%;6.1%;6.1%;;;6.1%;;;;;;;;12.2%;
MA;MA-Mathematics;16100;Pl Anly Geo Calc I;202330;Summer 2023;201;29118;Linzy, Hannah K.;20.0%;5.0%;25.0%;;15.0%;;10.0%;;5.0%;;5.0%;;5.0%;10.0%;;;;;;;;;
MA;MA-Mathematics;16100;Pl Anly Geo Calc I;202330;Summer 2023;203;30279;Hardwick, Gareth C.;15.9%;20.5%;6.8%;;15.9%;6.8%;6.8%;4.5%;2.3%;13.6%;;;2.3%;4.5%;;;;;;;;;
MA;MA-Mathematics;16100;Pl Anly Geo Calc I;202330;Summer 2023;204;32472;Mandokhot, Anjali;23.8%;26.2%;9.5%;;7.1%;4.8%;11.9%;4.8%;7.1%;2.4%;2.4%;;;;;;;;;;;;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;401;29143;Baring, Geoffrey O.;10.0%;5.0%;5.0%;;5.0%;5.0%;5.0%;10.0%;10.0%;10.0%;10.0%;;5.0%;15.0%;;;;;;;;5.0%;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;502;30281;Ashton, Liam M.;7.5%;7.5%;5.0%;;12.5%;17.5%;22.5%;5.0%;5.0%;2.5%;2.5%;;2.5%;7.5%;;;2.5%;;;;;;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;503;31182;Mojsilovic, Jelena;13.2%;10.5%;13.2%;;2.6%;13.2%;10.5%;7.9%;7.9%;;7.9%;;5.3%;;;;;;;;;7.9%;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;504;31183;Bhargava, Ataleshvara A.;17.1%;12.2%;7.3%;;14.6%;9.8%;7.3%;9.8%;2.4%;4.9%;2.4%;;;9.8%;;;;;;;;2.4%;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;505;32470;Hsu, Alexander Y.;9.3%;14.0%;9.3%;;18.6%;7.0%;11.6%;4.7%;4.7%;7.0%;2.3%;;2.3%;4.7%;2.3%;;;;;;;2.3%;
MA;MA-Mathematics;16200;Pl Anly Geo Calc II;202330;Summer 2023;506;32471;Anderson, Sarah E.;5.1%;2.6%;7.7%;;10.3%;7.7%;7.7%;17.9%;2.6%;12.8%;5.1%;5.1%;5.1%;7.7%;;;;;;;;2.6%;
MA;MA-Mathematics;19000;Precalculus Skills Development;202330;Summer 2023;002;32546;McKee, Ricki L.;;;;;;;;;;;;;;;;12.5%;84.4%;;;;;3.1%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;600;29126;Hokaj, Christian L.;26.3%;5.3%;10.5%;;15.8%;15.8%;;5.3%;5.3%;5.3%;;;;10.5%;;;;;;;;;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;900;29133;Ibrahim, Aly M.;14.3%;9.5%;14.3%;;11.9%;9.5%;11.9%;14.3%;;7.1%;2.4%;;2.4%;;;;;;;;;2.4%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;901;31185;Abou-Rached, John A.;29.3%;7.3%;4.9%;;29.3%;4.9%;;14.6%;2.4%;;4.9%;;;2.4%;;;;;;;;;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;902;31186;Phagan, Shaver L.;14.3%;4.8%;;;14.3%;9.5%;11.9%;7.1%;4.8%;14.3%;14.3%;;;2.4%;;;;;;;;2.4%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;903;31187;Gismondi, Nicholas D.;9.3%;4.7%;9.3%;;11.6%;11.6%;20.9%;4.7%;9.3%;7.0%;4.7%;;2.3%;4.7%;;;;;;;;;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;904;31188;Hong, Kyungtak B.;7.0%;14.0%;11.6%;;18.6%;7.0%;9.3%;7.0%;4.7%;11.6%;4.7%;;;;;;;;;;;4.7%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;905;31189;Kessinger, Ethan T.;7.1%;7.1%;7.1%;;11.9%;11.9%;14.3%;9.5%;9.5%;11.9%;;;2.4%;4.8%;;;;;;;;2.4%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;906;31190;Matijasevick, Mateo;4.7%;18.6%;4.7%;;20.9%;9.3%;16.3%;;;18.6%;;;7.0%;;;;;;;;;;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;907;31191;Liu, Yiran;14.6%;9.8%;12.2%;;17.1%;9.8%;;9.8%;7.3%;4.9%;2.4%;;4.9%;4.9%;;;;;;;;2.4%;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;908;31192;Lancette, Steven R.;7.1%;9.5%;4.8%;;21.4%;9.5%;7.1%;28.6%;7.1%;4.8%;;;;;;;;;;;;;
MA;MA-Mathematics;26100;Multivariate Calculus;202330;Summer 2023;909;31193;Chen, Ying;19.0%;9.5%;14.3%;;19.0%;;11.9%;7.1%;2.4%;11.9%;2.4%;;2.4%;;;;;;;;;;
MA;MA-Mathematics;26200;Lin Alg Diff Equats;202330;Summer 2023;001;17394;Berardi, Maria;7.7%;7.7%;15.4%;;;7.7%;7.7%;7.7%;7.7%;23.1%;7.7%;;;7.7%;;;;;;;;;
MA;MA-Mathematics;26500;Linear Algebra;202330;Summer 2023;100;29147;Xu, Ping;13.0%;4.3%;4.3%;;13.0%;17.4%;8.7%;8.7%;8.7%;;4.3%;;13.0%;4.3%;;;;;;;;;
MA;MA-Mathematics;26500;Linear Algebra;202330;Summer 2023;951;27976;Xu, Ping;9.6%;3.8%;1.9%;;5.8%;3.8%;11.5%;9.6%;11.5%;17.3%;11.5%;;7.7%;3.8%;;;;;;;;1.9%;
MA;MA-Mathematics;26500;Linear Algebra;202330;Summer 2023;952;25619;Xu, Ping;1.9%;9.6%;13.5%;;15.4%;13.5%;15.4%;7.7%;7.7%;7.7%;1.9%;;;5.8%;;;;;;;;;
MA;MA-Mathematics;26500;Linear Algebra;202330;Summer 2023;953;12560;Xu, Ping;9.8%;21.6%;7.8%;;9.8%;15.7%;3.9%;7.8%;3.9%;5.9%;2.0%;;7.8%;3.9%;;;;;;;;;
MA;MA-Mathematics;26500;Linear Algebra;202330;Summer 2023;954;13334;Xu, Ping;5.8%;5.8%;5.8%;;5.8%;5.8%;11.5%;3.8%;11.5%;19.2%;7.7%;;7.7%;1.9%;;;;;;;;7.7%;
MA;MA-Mathematics;26600;Ordinary Differ Equatn;202330;Summer 2023;500;29149;Zhang, Ying;26.7%;;6.7%;;13.3%;13.3%;;;6.7%;6.7%;;;;26.7%;;;;;;;;;
MA;MA-Mathematics;26600;Ordinary Differ Equatn;202330;Summer 2023;961;10034;Zhang, Ying;3.8%;15.4%;;;9.6%;7.7%;9.6%;11.5%;1.9%;11.5%;3.8%;;9.6%;13.5%;;;;;;;;1.9%;
MA;MA-Mathematics;26600;Ordinary Differ Equatn;202330;Summer 2023;962;27977;Zhang, Ying;11.5%;11.5%;11.5%;;7.7%;5.8%;11.5%;7.7%;5.8%;9.6%;5.8%;;3.8%;7.7%;;;;;;;;;
MA;MA-Mathematics;26600;Ordinary Differ Equatn;202330;Summer 2023;963;12561;Zhang, Ying;9.8%;7.8%;2.0%;;13.7%;9.8%;9.8%;7.8%;9.8%;7.8%;2.0%;;3.9%;13.7%;;;;;;;;2.0%;
MA;MA-Mathematics;26600;Ordinary Differ Equatn;202330;Summer 2023;964;13335;Zhang, Ying;11.5%;5.8%;3.8%;;13.5%;1.9%;7.7%;9.6%;13.5%;13.5%;1.9%;;5.8%;5.8%;;;;;;;;5.8%;
MA;MA-Mathematics;30300;Diff Equa Inc Systems;202330;Summer 2023;001;29151;Khan, Krishnendu;;;;;18.2%;;9.1%;18.2%;;27.3%;18.2%;;9.1%;;;;;;;;;;
MA;MA-Mathematics;30300;Diff Equa Inc Systems;202330;Summer 2023;931;24807;Khan, Krishnendu;31.7%;19.5%;;;7.3%;;22.0%;4.9%;2.4%;7.3%;4.9%;;;;;;;;;;;;
MA;MA-Mathematics;30300;Diff Equa Inc Systems;202330;Summer 2023;932;10078;Khan, Krishnendu;9.5%;23.8%;;;14.3%;11.9%;16.7%;2.4%;2.4%;11.9%;;4.8%;;;;;;;;;;2.4%;
MA;MA-Mathematics;30300;Diff Equa Inc Systems;202330;Summer 2023;933;14499;Khan, Krishnendu;2.3%;20.5%;2.3%;;29.5%;13.6%;15.9%;;4.5%;6.8%;2.3%;;2.3%;;;;;;;;;;
MA;MA-Mathematics;30300;Diff Equa Inc Systems;202330;Summer 2023;934;12681;Khan, Krishnendu;9.8%;9.8%;;;19.5%;7.3%;22.0%;4.9%;2.4%;7.3%;2.4%;4.9%;4.9%;4.9%;;;;;;;;;
MA;MA-Mathematics;34100;Foundations Analysis;202330;Summer 2023;001;10371;Mummert, Philip P.;9.1%;;4.5%;;13.6%;13.6%;9.1%;9.1%;9.1%;13.6%;13.6%;;;4.5%;;;;;;;;;
MA;MA-Mathematics;35100;Elem Linear Algebra;202330;Summer 2023;001;22450;Yassemi, Siamak;9.1%;9.1%;9.1%;;9.1%;18.2%;9.1%;9.1%;;;9.1%;9.1%;;;;;;;;;;9.1%;
MA;MA-Mathematics;35100;Elem Linear Algebra;202330;Summer 2023;002;30244;Yassemi, Siamak;9.7%;4.8%;6.5%;1.6%;3.2%;9.7%;4.8%;17.7%;8.1%;6.5%;3.2%;11.3%;6.5%;1.6%;;;;;;;;4.8%;
MA;MA-Mathematics;41600;Probability;202330;Summer 2023;002;30245;Noack, Christian J.;21.4%;7.1%;10.7%;;10.7%;3.6%;17.9%;;;14.3%;3.6%;7.1%;;;;;;;;;;3.6%;
MA;MA-Mathematics;51100;Linear Algebra Appl;202330;Summer 2023;OL1;29153;Sunkula, Mahesh;26.9%;11.5%;46.2%;;;3.8%;3.8%;1.9%;1.9%;1.9%;;;;;;;;;;;;1.9%;
MA;MA-Mathematics;51100;Linear Algebra Appl;202330;Summer 2023;WNG;10829;Sunkula, Mahesh;4.3%;10.9%;56.5%;2.2%;2.2%;6.5%;8.7%;6.5%;;2.2%;;;;;;;;;;;;;
MA;MA-Mathematics;52700;Adv Math Engr Phys I;202330;Summer 2023;OL1;29154;Park, Moongyu;22.5%;20.0%;7.5%;2.5%;15.0%;7.5%;7.5%;;2.5%;;2.5%;;;10.0%;;;;;;;;2.5%;
MA;MA-Mathematics;52700;Adv Math Engr Phys I;202330;Summer 2023;WNG;12418;Park, Moongyu;16.7%;12.5%;20.8%;;10.4%;10.4%;18.8%;;2.1%;6.3%;;;;2.1%;;;;;;;;;
MA;MA-Mathematics;59800;Algebra;202330;Summer 2023;553;10346;Kafkas, Alexandros;;;;;;;;;;;;;;;;;100.0%;;;;;;
MA;MA-Mathematics;59800;Complex Analysis;202330;Summer 2023;530;27848;Polak, Raymond L.;;;;;;;;;;;;;;;;;100.0%;;;;;;
MCMP;MCMP-Med Chem &Molecular Pharm;42200;Immunology;202330;Summer 2023;001;12728;Hazbun, Tony R.;100.0%;;;;;;;;;;;;;;;;;;;;;;
ME;ME-Mechanical Engineering;20000;Thermodynamics I;202330;Summer 2023;001;12266;Naik, Sameer V.;28.6%;11.4%;2.9%;;14.3%;2.9%;5.7%;5.7%;8.6%;;;8.6%;;8.6%;;;;;;;;2.9%;
ME;ME-Mechanical Engineering;20000;Thermodynamics I;202330;Summer 2023;002;32026;Naik, Sameer V.;24.1%;12.7%;1.3%;;13.9%;8.2%;3.8%;8.2%;6.3%;3.2%;1.9%;5.1%;1.9%;6.3%;;;;;;;;3.2%;
ME;ME-Mechanical Engineering;27000;Basic Mechanics I;202330;Summer 2023;Y01;24390;Jones, James D.;9.8%;9.8%;7.8%;;8.8%;6.9%;7.8%;8.8%;9.8%;9.8%;5.9%;2.9%;3.9%;3.9%;1.0%;;;;;;;2.9%;
ME;ME-Mechanical Engineering;27400;Basic Mechanics II;202330;Summer 2023;002;34698;Han, Tianhong;;2.8%;2.8%;;2.8%;2.8%;5.6%;8.3%;8.3%;5.6%;16.7%;13.9%;2.8%;19.4%;;;;;;;;8.3%;
ME;ME-Mechanical Engineering;29199;Cooperative Experience I;202330;Summer 2023;001;20729;King, Julia D.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ME;ME-Mechanical Engineering;29299;Cooperative Experience II;202330;Summer 2023;001;20730;King, Julia D.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ME;ME-Mechanical Engineering;29700;Dsgn Product Using 3D Printing;202330;Summer 2023;001;34931;Chortos, Alex;;;;;;;;;;;;;;;;;100.0%;;;;;;
ME;ME-Mechanical Engineering;30800;Fluid Mechanics;202330;Summer 2023;002;31433;Valero, Eusebio;6.1%;15.2%;9.1%;;9.1%;24.2%;6.1%;9.1%;3.0%;9.1%;3.0%;;;;;;6.1%;;;;;;
ME;ME-Mechanical Engineering;32300;Mechanics Of Material;202330;Summer 2023;004;34699;Krousgrill, Charles M.;21.1%;21.1%;10.5%;;;15.8%;15.8%;15.8%;;;;;;;;;;;;;;;
ME;ME-Mechanical Engineering;39399;Cooperative Experience III;202330;Summer 2023;001;20731;King, Julia D.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ME;ME-Mechanical Engineering;39699;Prof Practice Internship;202330;Summer 2023;001;25634;King, Julia D.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ME;ME-Mechanical Engineering;46300;Engineering Design;202330;Summer 2023;001;12281;Jensen, Charles G.;25.0%;50.0%;;;12.5%;;12.5%;;;;;;;;;;;;;;;;
ME;ME-Mechanical Engineering;69900;Research PhD Thesis;202330;Summer 2023;132;28578;Weibel, Justin A.;;;;;;;;;;;;;;;;;;;90.9%;9.1%;;;
ME;ME-Mechanical Engineering;69900;Research PhD Thesis;202330;Summer 2023;166;13403;Mukherjee, Partha P.;;;;;;;;;;;;;;;;;;;92.9%;;7.1%;;
MET;MET-Mechanical Engr Tech;11100;Applied Statics;202330;Summer 2023;023;33862;Sisk, Damon C.;12.5%;;;;12.5%;;;31.3%;;;18.8%;;;12.5%;;;;;;;;12.5%;
MET;MET-Mechanical Engr Tech;24500;Manufacturing Systems;202330;Summer 2023;001;11702;Rakita, Milan;23.1%;;7.7%;;30.8%;;15.4%;7.7%;;7.7%;;;;;;;;;;;;7.7%;
MET;MET-Mechanical Engr Tech;28400;Intro To Industrial Controls;202330;Summer 2023;001;24054;Lucas, Thomas M.;20.0%;;26.7%;;13.3%;6.7%;6.7%;13.3%;;;;;6.7%;;;;;;;;;6.7%;
MET;MET-Mechanical Engr Tech;45100;Manufact Qualty Contrl;202330;Summer 2023;001;10693;Mcpherson, Paul B.;18.2%;45.5%;;;;27.3%;;;;;;;;;;;;;;;;9.1%;
MGMT;MGMT-Management;19000;Empowering Women In Bus;202330;Summer 2023;HS1;30064;Putman, Cara C.;;;;;;;;;;;;;;;;1.7%;98.3%;;;;;;
MGMT;MGMT-Management;19000;Empowering Women In Bus;202330;Summer 2023;HS2;31781;Putman, Cara C.;;;;;;;;;;;;;;;;3.2%;96.8%;;;;;;
MGMT;MGMT-Management;20000;Intro Accounting;202330;Summer 2023;001;10938;Kregar, Michael;6.3%;6.3%;12.5%;;18.8%;12.5%;18.8%;;;12.5%;;;;;;;;;;;;12.5%;
MGMT;MGMT-Management;20000;Intro Accounting;202330;Summer 2023;002;29252;Janes, Troy D.;17.9%;28.6%;7.1%;;17.9%;14.3%;7.1%;3.6%;;3.6%;;;;;;;;;;;;;
MGMT;MGMT-Management;20000;Intro Accounting;202330;Summer 2023;003;32027;Maienbrook, Terra D.;58.8%;13.6%;;;5.0%;3.2%;9.0%;0.5%;0.9%;3.2%;0.9%;;;1.8%;0.5%;;;;;;;2.7%;
MGMT;MGMT-Management;20100;Mgmt Accounting I;202330;Summer 2023;Y01;10942;Sorensen, R S.;13.3%;15.0%;1.8%;;23.9%;7.1%;12.4%;9.7%;0.9%;7.1%;2.7%;1.8%;1.8%;0.9%;;;;;;;;1.8%;
