Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;48000;Medical Nutrition Therapy I;202610;Fall 2025;001;67224;Zoss, Donna L.;17.0%;10.6%;2.1%;;10.6%;17.0%;21.3%;12.8%;;4.3%;;;;;4.3%;;;;;;;;;
;;48800;Topic Nutr Fitns & Hlth;202610;Fall 2025;002;53864;Kistler, Brandon M.;53.8%;23.1%;;;;;15.4%;;;;;;;;7.7%;;;;;;;;;
;;49200;Food Facts, Fads, And Fictions;202610;Fall 2025;001;30874;Running, Cordelia A.;85.4%;;;;7.3%;;;;2.4%;2.4%;;;;;;2.4%;;;;;;;;
;;51200;Dietary Supplements;202610;Fall 2025;001;24268;Huffield, Adam S.;93.8%;6.3%;;;;;;;;;;;;;;;;;;;;;;
;;51500;Nutrition Pathophysiology;202610;Fall 2025;001;14216;Biruete, Annabel;21.1%;10.5%;5.3%;;15.8%;10.5%;15.8%;10.5%;;10.5%;;;;;;;;;;;;;;
;;51600;Eating Dsrdrs & Hlthy Wt Mgmt;202610;Fall 2025;002;30954;Baker, Selena L.;11.8%;35.3%;;;29.4%;5.9%;17.6%;;;;;;;;;;;;;;;;;
;;53100;Ethics Profession Dietetics;202610;Fall 2025;001;24271;Dalder, Dinah C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;53300;Community Nutrition Experience;202610;Fall 2025;002;29294;Dalder, Dinah C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;53500;Leadership In Dietetics;202610;Fall 2025;001;14231;Dalder, Dinah C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;53900;Foodservice Mgmt Experience;202610;Fall 2025;002;29301;Dalder, Dinah C.;94.4%;;;;;;;;;;;;;;5.6%;;;;;;;;;
;;59000;Seminar In Cancer Research;202610;Fall 2025;001;29765;Teegarden, Dorothy;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;69500;INP Seminar;202610;Fall 2025;001;20707;Murray-Kolb, Laura E.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
OBHR;OBHR-Orgnztnl Bhvr &Hum Resrce;33000;Intro To Org Behavior;202610;Fall 2025;002;12651;Chen, Jinfeng;27.1%;12.9%;44.3%;;;7.1%;4.3%;;;1.4%;;;;;1.4%;;;;;;;;1.4%;
;;;;;;003;24951;Gibelato Santos Ribeiro, Izabely R.;27.1%;32.9%;5.7%;;10.0%;8.6%;10.0%;1.4%;1.4%;2.9%;;;;;;;;;;;;;;
;;;;;;004;11893;Gibelato Santos Ribeiro, Izabely R.;25.7%;28.6%;10.0%;;5.7%;7.1%;18.6%;;;1.4%;;;1.4%;;1.4%;;;;;;;;;
;;;;;;005;26330;Munoz, Joel;5.9%;20.6%;4.4%;;10.3%;13.2%;22.1%;4.4%;;7.4%;;;;;4.4%;;;;;;;;7.4%;
;;;;;;006;26331;Hahn, Rachel S.;34.8%;24.6%;;;14.5%;4.3%;14.5%;1.4%;;1.4%;1.4%;;;;;;;;;;;;2.9%;
;;;;;;008;29706;Schneider, Natalie M.;2.9%;21.4%;;;24.3%;11.4%;25.7%;4.3%;1.4%;2.9%;;;1.4%;;;;;;;;;;4.3%;
;;;;;;009;11636;Gibelato Santos Ribeiro, Izabely R.;25.7%;22.9%;4.3%;;12.9%;8.6%;15.7%;;2.9%;;1.4%;1.4%;1.4%;;;;;;;;;;2.9%;
;;;;;;011;14134;Chupp, Brian K.;20.0%;10.0%;;;18.6%;10.0%;15.7%;10.0%;5.7%;4.3%;1.4%;;1.4%;;;;;;;;;;2.9%;
;;;;;;012;31069;Munoz, Joel;12.9%;32.3%;;;19.4%;12.9%;12.9%;3.2%;3.2%;3.2%;;;;;;;;;;;;;;
;;68100;Managing Behavior In Organiz;202610;Fall 2025;005;24940;Schoorman, F D.;20.6%;17.6%;;;38.2%;11.8%;8.8%;;;;;;;;;2.9%;;;;;;;;
OLS;OLS-Organiz Ldrshp&Supervision;34600;Critical Thinking And Ethics;202610;Fall 2025;001;24250;Linvill, Jennifer S.;33.3%;4.8%;14.3%;;16.7%;;14.3%;2.4%;2.4%;;;;2.4%;;9.5%;;;;;;;;;
;;37500;Training Methods;202610;Fall 2025;001;16796;Asunda, Paul A.;95.0%;;;;;;2.5%;;;;;;;;2.5%;;;;;;;;;
;;37800;Labor/Mgmt Relations;202610;Fall 2025;001;25907;Kim, Jihyeon;29.7%;24.3%;10.8%;;8.1%;2.7%;24.3%;;;;;;;;;;;;;;;;;
;;38600;Ldrshp For Org Change;202610;Fall 2025;001;16701;Gamez-Djokic, Monica;28.1%;26.3%;3.5%;;5.3%;1.8%;19.3%;;1.8%;7.0%;1.8%;;;;3.5%;;;;;;;;1.8%;
;;45000;Advanced Project Management;202610;Fall 2025;004;29048;Bittinger, Christopher N.;19.0%;4.8%;66.7%;;;;9.5%;;;;;;;;;;;;;;;;;
;;45400;Gender & Diversity Mgt;202610;Fall 2025;001;27930;Hammoud, Abrar;25.0%;4.2%;8.3%;;25.0%;8.3%;8.3%;8.3%;8.3%;4.2%;;;;;;;;;;;;;;
;;47700;Conflict Management;202610;Fall 2025;001;27903;Hammoud, Abrar;41.0%;7.7%;5.1%;;25.6%;2.6%;10.3%;5.1%;;;2.6%;;;;;;;;;;;;;
;;48700;Leadership Philosophy;202610;Fall 2025;001;16808;Linvill, Jennifer S.;20.0%;6.7%;53.3%;;6.7%;;;;;;;6.7%;;;6.7%;;;;;;;;;
;;58300;Coaching And Mentoring;202610;Fall 2025;001;22717;Kim, Jihyeon;55.6%;22.2%;11.1%;;;;5.6%;;;5.6%;;;;;;;;;;;;;;
PES;PES-Physical Education Skills;11100;Lifetime Fitness;202610;Fall 2025;006;22139;Adeyemo, Linda T.;76.7%;3.3%;;;6.7%;;3.3%;;;;;;;;6.7%;;;;;;;;3.3%;
;;;;;;007;23445;Adeyemo, Linda T.;60.0%;6.7%;;;23.3%;3.3%;;;3.3%;;;;;;;;;;;;;;3.3%;
;;11400;AFROTC Conditioning;202610;Fall 2025;015;30988;Goodner, Allison N.;63.9%;15.4%;;;4.7%;1.2%;5.9%;1.2%;;1.2%;;;;;1.2%;;;;;;;;5.3%;
;;;Army ROTC Conditioning;202610;Fall 2025;008;25134;Bashant, Amie;;;97.2%;;;;1.4%;;;;;;;;;;;;;;;;1.4%;
;;11500;Bowling;202610;Fall 2025;003;25139;Wiedman, Douglas L.;15.4%;7.7%;61.5%;;7.7%;;3.8%;;;;;;;;;;;;;;;;3.8%;
;;;;;;004;25140;Wiedman, Douglas L.;6.7%;6.7%;73.3%;;;3.3%;;6.7%;;;;;;;;;;;;;;;3.3%;
;;;;;;005;25141;Wiedman, Douglas L.;10.7%;10.7%;67.9%;;;;3.6%;;;;;;;;;;;;;;;;7.1%;
;;;;;;006;25142;Wiedman, Douglas L.;;10.0%;86.7%;;;;;;;;;;;;;;;;;;;;3.3%;
;;;;;;008;25144;Wiedman, Douglas L.;24.1%;6.9%;55.2%;;3.4%;;3.4%;;;;;;;;;;;3.4%;;;;;3.4%;
;;;;;;009;25145;Wiedman, Douglas L.;3.3%;3.3%;90.0%;;;;;;;;;;;;;;;;;;;;3.3%;
;;;;;;010;25146;Wiedman, Douglas L.;10.3%;6.9%;75.9%;;;;3.4%;;;;;;;;;;;3.4%;;;;;;
;;;;;;011;36476;Wiedman, Douglas L.;13.3%;3.3%;73.3%;;3.3%;;;;;;3.3%;3.3%;;;;;;;;;;;;
;;;;;;012;32115;Wiedman, Douglas L.;13.8%;6.9%;69.0%;;;3.4%;;;;6.9%;;;;;;;;;;;;;;
;;;;;;013;32116;Wiedman, Douglas L.;18.5%;3.7%;59.3%;;7.4%;;;;;;7.4%;;;;;;;;;;;;3.7%;
;;;;;;014;28003;Wiedman, Douglas L.;26.7%;3.3%;43.3%;;;3.3%;;;3.3%;;6.7%;;;;3.3%;;;6.7%;;;;;3.3%;
;;;;;;015;28004;Wiedman, Douglas L.;6.7%;10.0%;76.7%;;;;;;;;;;;;3.3%;;;;;;;;3.3%;
;;11600;Advanced Tennis;202610;Fall 2025;025;38215;Braden, Joseph M.;4.0%;;88.0%;;;;;;;;;;;;;;;;;;;;8.0%;
;;;Beginning Tennis;202610;Fall 2025;019;25165;Braden, Joseph M.;4.3%;;82.6%;;;;;;;;;;;;;;;13.0%;;;;;;
;;;;;;020;25166;Braden, Joseph M.;4.3%;;95.7%;;;;;;;;;;;;;;;;;;;;;
;;;;;;067;26111;Braden, Joseph M.;4.2%;;95.8%;;;;;;;;;;;;;;;;;;;;;
;;;Golf;202610;Fall 2025;016;25162;Ross, Daniel M.;40.0%;46.7%;10.0%;;;;;;;;;;;;3.3%;;;;;;;;;
;;;;;;033;62784;Ross, Daniel M.;63.3%;20.0%;13.3%;;;;;;;;;;;;;;;;;;;;3.3%;
;;;;;;038;62789;Ross, Daniel M.;56.7%;36.7%;6.7%;;;;;;;;;;;;;;;;;;;;;
;;;;;;041;62792;Ross, Daniel M.;70.0%;20.0%;6.7%;;3.3%;;;;;;;;;;;;;;;;;;;
;;;;;;044;62795;Ross, Daniel M.;35.5%;45.2%;12.9%;;;;;;;;;;;;;;;;;;;;6.5%;
;;;;;;045;62796;Ross, Daniel M.;53.3%;36.7%;10.0%;;;;;;;;;;;;;;;;;;;;;
;;;;;;050;22334;Ross, Daniel M.;51.6%;32.3%;12.9%;;;;;;;;;;;;;;;;;;;;3.2%;
;;;;;;051;11490;Ross, Daniel M.;56.7%;23.3%;20.0%;;;;;;;;;;;;;;;;;;;;;
;;;;;;053;12082;Ross, Daniel M.;50.0%;16.7%;30.0%;;3.3%;;;;;;;;;;;;;;;;;;;
;;;;;;055;12097;Ross, Daniel M.;60.0%;16.7%;20.0%;;;;3.3%;;;;;;;;;;;;;;;;;
;;;;;;057;12107;Ross, Daniel M.;70.0%;20.0%;6.7%;;3.3%;;;;;;;;;;;;;;;;;;;
;;;;;;059;27754;Ross, Daniel M.;69.2%;7.7%;23.1%;;;;;;;;;;;;;;;;;;;;;
;;;;;;061;27756;Ross, Daniel M.;59.1%;4.5%;18.2%;4.5%;;9.1%;;;;;;;;;4.5%;;;;;;;;;
;;;;;;064;27759;Ross, Daniel M.;43.8%;43.8%;12.5%;;;;;;;;;;;;;;;;;;;;;
;;;;;;068;16962;Ross, Daniel M.;36.4%;27.3%;22.7%;;4.5%;;;;;;;;;;9.1%;;;;;;;;;
;;;;;;071;33943;Ross, Daniel M.;68.0%;12.0%;16.0%;;;;;;;;;;;;4.0%;;;;;;;;;
;;;;;;073;33945;Ross, Daniel M.;62.5%;12.5%;16.7%;;;;;;;;;;;;;;;;;;;;8.3%;
;;;;;;075;33947;Ross, Daniel M.;64.0%;12.0%;24.0%;;;;;;;;;;;;;;;;;;;;;
;;;;;;077;33960;Ross, Daniel M.;61.5%;15.4%;23.1%;;;;;;;;;;;;;;;;;;;;;
;;;Intermediate Tennis;202610;Fall 2025;023;25169;Braden, Joseph M.;;;94.1%;;;;;;;;;;;;;;;;;;;;5.9%;
;;;;;;032;59071;Braden, Joseph M.;;;94.7%;;;;;;;;;;;;;;;;;;;;5.3%;
;;14600;Advanced Golf Applications;202610;Fall 2025;001;21966;Ross, Daniel M.;35.0%;40.0%;20.0%;;;;;;;;5.0%;;;;;;;;;;;;;
PHIL;PHIL-Philosophy;11000;Big Questions: Intro To Phil;202610;Fall 2025;035;15943;Wheatley, Paul F.;28.0%;12.0%;24.0%;;12.0%;12.0%;;4.0%;;4.0%;;;;;;;;;;;;;4.0%;
;;;;;;041;15960;Wheatley, Paul F.;30.4%;8.7%;4.3%;;4.3%;13.0%;13.0%;8.7%;;;4.3%;;;;;;;;;;;;13.0%;
;;;;;;042;15961;Wheatley, Paul F.;21.7%;;34.8%;;8.7%;8.7%;8.7%;4.3%;;4.3%;;;;;;;;;;;;;8.7%;
;;;;;;043;15962;Aktas, Ahmet;25.9%;18.5%;18.5%;;18.5%;3.7%;7.4%;;;;;;;;3.7%;;;;;;;;3.7%;
;;;;;;044;15964;Aktas, Ahmet;30.4%;4.3%;21.7%;;13.0%;;4.3%;;4.3%;4.3%;;;4.3%;;4.3%;;;;;;;;8.7%;
;;;;;;045;15965;Aktas, Ahmet;7.4%;7.4%;3.7%;;11.1%;7.4%;22.2%;3.7%;;;;;7.4%;;3.7%;;;;;;;;25.9%;
;;11005;Intro Phil Through Video Games;202610;Fall 2025;003;20937;Gomez-Lavin, Javier;29.8%;;;;23.4%;;19.1%;4.3%;;;;;;;;;;12.8%;;;;;10.6%;
;;;;;;004;20952;Gomez-Lavin, Javier;31.0%;;;;19.0%;;21.4%;7.1%;;4.8%;;;;;;;;4.8%;;;;;11.9%;
;;11100;Introduction To Ethics;202610;Fall 2025;001;12003;Sampson, Eric T.;23.5%;17.6%;1.8%;;8.1%;9.0%;11.3%;7.2%;2.3%;5.0%;0.9%;0.9%;2.7%;;5.0%;;;0.5%;;;;;4.1%;
;;11400;Global Moral Issues;202610;Fall 2025;001;20116;Davis, Taylor T.;12.1%;22.0%;;;19.1%;9.2%;25.5%;0.7%;2.8%;2.1%;;;;;2.8%;;;;;;;;3.5%;
;;;Global Moral Issues-Honors;202610;Fall 2025;001;20116;Davis, Taylor T.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;15000;Principles Of Logic;202610;Fall 2025;001;20951;Tulodziecki, Dana;25.0%;12.5%;12.5%;;6.3%;6.3%;12.5%;;3.1%;6.3%;;;3.1%;;;;;;;;;;12.5%;
;;;Principles Of Logic-Honors;202610;Fall 2025;001;20951;Tulodziecki, Dana;;;;;;;100.0%;;;;;;;;;;;;;;;;;
;;20700;Ethics For Tech, Engr, Design;202610;Fall 2025;001;29820;Davis, Taylor T.;42.4%;21.2%;6.1%;;;;18.2%;9.1%;;;;;3.0%;;;;;;;;;;;
;;;Ethics Tech, Engr, Des-Honors;202610;Fall 2025;001;29820;Davis, Taylor T.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Ethics Tech, Engr,Dsgn-Honors;202610;Fall 2025;001;29820;Davis, Taylor T.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Ethics Tech,Engr,& Des-Honors;202610;Fall 2025;001;29820;Davis, Taylor T.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;20800;Ethics Of Data Science;202610;Fall 2025;009;30118;Hernandez, Miguel;20.0%;34.3%;20.0%;;;5.7%;8.6%;;;5.7%;;;2.9%;;2.9%;;;;;;;;;
;;;;;;SC1;13427;Sampson, Eric T.;24.8%;34.8%;;;7.8%;11.3%;8.5%;3.5%;3.5%;2.1%;1.4%;;;;0.7%;;;;;;;;1.4%;
;;21900;Phil & The Meaning Of Life;202610;Fall 2025;001;21050;Marina, Jacqueline;40.0%;;8.0%;;12.0%;8.0%;8.0%;16.0%;4.0%;;;;;;;;;;;;;;4.0%;
;;22100;Intro Philosophy Sci;202610;Fall 2025;001;15138;Maley, Corey J.;46.5%;9.3%;41.9%;;2.3%;;;;;;;;;;;;;;;;;;;
;;23000;Religions Of The East;202610;Fall 2025;001;20637;Ryba, Thomas W.;17.6%;5.9%;11.8%;;11.8%;5.9%;41.2%;5.9%;;;;;;;;;;;;;;;;
;;;Religions Of The East-Honors;202610;Fall 2025;001;20637;Ryba, Thomas W.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;23100;Religions Of The West;202610;Fall 2025;001;68741;Ryba, Thomas W.;;16.7%;16.7%;;16.7%;27.8%;16.7%;;;5.6%;;;;;;;;;;;;;;
;;24000;Social And Polit Phil;202610;Fall 2025;001;14990;Messina, James P.;17.6%;17.6%;5.9%;;17.6%;11.8%;11.8%;;;5.9%;;;5.9%;;;;;;;;;;5.9%;
;;;Social And Polit Phil-Honors;202610;Fall 2025;001;14990;Messina, James P.;33.3%;;;;33.3%;;33.3%;;;;;;;;;;;;;;;;;
;;25501;Intro To Cognitive Science;202610;Fall 2025;001;29001;Kelly, Daniel R.;30.4%;13.0%;21.7%;;;8.7%;8.7%;;4.3%;;4.3%;;;;;;;;;;;;8.7%;
;;25601;Philos And Artificial Intel;202610;Fall 2025;002;29003;Maley, Corey J.;55.1%;13.0%;21.7%;;;;4.3%;;1.4%;1.4%;;;1.4%;;;;;;;;;;1.4%;
;;26000;Philosophy And Law;202610;Fall 2025;001;21225;Jacovides, Michael L.;18.2%;51.5%;;;6.1%;3.0%;12.1%;;;;;;;;3.0%;;;;;;;;6.1%;
;;27000;Biomed Ethics;202610;Fall 2025;004;25611;Parrish, Lynn;59.4%;5.6%;28.7%;;1.4%;;2.1%;;;;;;;;;1.4%;;;;;;;1.4%;
;;;Biomed Ethics-Honors;202610;Fall 2025;004;25611;Parrish, Lynn;50.0%;;50.0%;;;;;;;;;;;;;;;;;;;;;
;;30100;Ancient Philosophy;202610;Fall 2025;001;14989;Schroeder, Lea A.;27.3%;24.2%;3.0%;;15.2%;3.0%;15.2%;;6.1%;6.1%;;;;;;;;;;;;;;
;;30200;Hist Medieval Philos;202610;Fall 2025;001;21273;Brower, Jeffrey E.;22.7%;18.2%;;;22.7%;9.1%;18.2%;;;9.1%;;;;;;;;;;;;;;
;;;Hist Medieval Philos-Honors;202610;Fall 2025;001;21273;Brower, Jeffrey E.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;30300;Hist Of Modern Phil;202610;Fall 2025;001;21552;Cover, Jan A.;;3.0%;;;39.4%;15.2%;15.2%;3.0%;6.1%;12.1%;;;;;3.0%;;;;;;;;3.0%;
;;;;;;002;21568;Marina, Jacqueline;29.4%;14.7%;8.8%;;20.6%;;17.6%;;;;;;;;5.9%;;;;;;;;2.9%;
;;30400;19th Cent Philosophy;202610;Fall 2025;001;28874;Davis, Duane H.;40.0%;16.7%;;;10.0%;13.3%;10.0%;;3.3%;;;;;;3.3%;;;;;;;;3.3%;
;;30600;20th Cent Philosophy;202610;Fall 2025;001;21330;Asay, Jamin F.;52.2%;13.0%;8.7%;;17.4%;;4.3%;;;;4.3%;;;;;;;;;;;;;
;;42400;Recent Ethical Theory;202610;Fall 2025;001;27510;Waggoner, Adam A.;40.0%;35.0%;;;10.0%;;5.0%;;;5.0%;;;;;;;;;;;;;5.0%;
;;43200;Theory Of Knowledge;202610;Fall 2025;001;21374;Jacovides, Michael L.;35.3%;52.9%;;;;;5.9%;;;5.9%;;;;;;;;;;;;;;
;;;Theory Of Knowledge-Honors;202610;Fall 2025;001;21374;Jacovides, Michael L.;66.7%;33.3%;;;;;;;;;;;;;;;;;;;;;;
;;49000;Truth;202610;Fall 2025;001;21380;Asay, Jamin F.;42.1%;21.1%;;;10.5%;;21.1%;;;;;;;;5.3%;;;;;;;;;
;;58000;Rationality;202610;Fall 2025;001;23022;Karlan, Brett A.;45.5%;;;18.2%;;;;;;;;;;;;36.4%;;;;;;;;
;;59000;Space Ethics Research;202610;Fall 2025;037;29175;Tulodziecki, Dana;66.7%;13.3%;;;6.7%;;;;;;;;;;;;;6.7%;;;;;6.7%;
PHPR;PHPR-Pharmacy Practice;48600;Beyond Ecstasy;202610;Fall 2025;001;69906;Koh-Knox Sharp, Cynthia P.;94.6%;;;;2.7%;;;;;;;;;;;;;;;;;;2.7%;
;;49000;Adv Comnty Phar Concepts;202610;Fall 2025;024;30218;Arnett, Stephanie J.;40.9%;4.5%;54.5%;;;;;;;;;;;;;;;;;;;;;
;;;Peer Leadership;202610;Fall 2025;014;11146;Scott, Steven A.;96.3%;;;;;;;;;;;;;;;;;;;;;;3.7%;
PHRM;PHRM-Pharmacy;40500;Mindfulness;202610;Fall 2025;001;13227;Koh-Knox Sharp, Cynthia P.;97.1%;;;;2.9%;;;;;;;;;;;;;;;;;;;
;;;;;;002;13235;Koh-Knox Sharp, Cynthia P.;95.7%;;;;4.3%;;;;;;;;;;;;;;;;;;;
;;49000;Excelling In Postgrad Apps II;202610;Fall 2025;017;27693;Isaacs, Alex N.;64.7%;;;;;;;;;;;;;;;;;23.5%;;;;;11.8%;
;;;Intro Pharm Industry Drug Dev;202610;Fall 2025;024;30126;Harris, Cynthia;78.6%;;;;10.7%;;;3.6%;;;;;;;;;;;;;;;7.1%;
;;;Pharm & Admissions SR Mentor;202610;Fall 2025;014;33007;Darbishire, Patricia L.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Pharm & Admissions Tch Asst;202610;Fall 2025;013;33006;Darbishire, Patricia L.;93.3%;;;;;;;;;;;;;;;;;6.7%;;;;;;
;;;Pharm Pract Teach Exp;202610;Fall 2025;019;28753;Krause, Jane E.;93.9%;;;;;;;;;;;;;;;;;3.0%;;;;;3.0%;
;;;Pharmaceutical Care Diabetes;202610;Fall 2025;010;30939;Kania, Deanna S.;70.4%;7.4%;;;;;;;;;;;;;;;;22.2%;;;;;;
;;;VIP: Case Study Competition;202610;Fall 2025;009;25120;Shepler, Brian M.;96.3%;;;;3.7%;;;;;;;;;;;;;;;;;;;
;;;PUP Teaching Assistant;202610;Fall 2025;027;31535;Koch, Kaitlyn T.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;69500;Intro Pharm Science Research;202610;Fall 2025;001;27955;Hazbun, Tony R.;95.2%;;;;;;;;;;;;;;;;;4.8%;;;;;;
;;80200;Integrated Pharmacotherapy III;202610;Fall 2025;002;16642;Kania, Deanna S.;16.1%;14.8%;;;20.1%;10.1%;12.8%;10.7%;;11.4%;;;;;3.4%;;;;;;;;0.7%;
;;80300;Integrated Pharmacotherapy IV;202610;Fall 2025;001;16665;Kania, Deanna S.;14.2%;14.9%;;;20.9%;12.2%;12.8%;14.2%;;8.8%;;;;;2.0%;;;;;;;;;
;;80600;Integrated Pharmacotherapy VII;202610;Fall 2025;006;16706;Dykhuizen, Emily C.;31.1%;14.9%;;;12.8%;8.8%;14.2%;7.4%;;8.8%;;;;;2.0%;;;;;;;;;
;;80700;Integ Pharmacotherapy VIII;202610;Fall 2025;001;16736;Dykhuizen, Emily C.;25.7%;10.1%;;;19.6%;3.4%;20.3%;10.8%;;8.8%;;;;;0.7%;0.7%;;;;;;;;
;;81000;Basics Of Immunology;202610;Fall 2025;001;29384;Hazbun, Tony R.;69.2%;15.4%;;;;;7.7%;;;;;;;;;;;;;;;;7.7%;
;;81200;Integrated Case Studies II;202610;Fall 2025;001;16790;Miller, Monica L.;92.6%;;;;6.0%;;;0.7%;;;;;;;;;;;;;;;0.7%;
;;81400;Integrated Case Studies IV;202610;Fall 2025;001;16739;Isaacs, Alex N.;98.0%;;;;2.0%;;;;;;;;;;;;;;;;;;;
;;81600;Intro To Patient Centered Care;202610;Fall 2025;001;16349;Gonzalvo, Jasmine D.;90.7%;;;;9.3%;;;;;;;;;;;;;;;;;;;
;;81700;Introduction To Self-Care;202610;Fall 2025;001;16746;Gonzalvo, Jasmine D.;71.3%;;;;27.3%;;;1.3%;;;;;;;;;;;;;;;;
;;82000;Professional Skills Lab I;202610;Fall 2025;001;56249;Woodyard, Jamie L.;97.4%;;;;2.6%;;;;;;;;;;;;;;;;;;;
;;;;;;002;56248;Woodyard, Jamie L.;86.8%;;;;13.2%;;;;;;;;;;;;;;;;;;;
;;;;;;003;56245;Woodyard, Jamie L.;94.7%;;;;2.6%;;;2.6%;;;;;;;;;;;;;;;;
;;;;;;004;56246;Woodyard, Jamie L.;86.5%;;;;13.5%;;;;;;;;;;;;;;;;;;;
;;82200;Pharm Skills & Patient Counsel;202610;Fall 2025;007;19397;Koch, Kaitlyn T.;70.7%;;;;19.5%;;;4.9%;;;;;;;4.9%;;;;;;;;;
;;;;;;LE1;56217;Koch, Kaitlyn T.;64.3%;;;;31.0%;;;2.4%;;;;;;;2.4%;;;;;;;;;
;;82400;Pathophysiology & Drug Action;202610;Fall 2025;001;56464;Park, Chiwook;21.1%;;;;39.4%;;;31.7%;;;;;;;7.7%;;;;;;;;;
;;82800;Dosage Forms I;202610;Fall 2025;001;56424;Zhou, Qi;20.5%;23.5%;12.1%;;11.4%;12.9%;12.9%;2.3%;;4.5%;;;;;;;;;;;;;;
;;83400;Pharm Calculations;202610;Fall 2025;001;56206;Krause, Jane E.;67.1%;;;;26.3%;;;;;;;;;;6.6%;;;;;;;;;
;;83600;Biochem Pharm Sci II;202610;Fall 2025;001;56390;Post, Carol B.;8.3%;9.7%;3.5%;;18.1%;14.6%;11.8%;16.0%;;13.9%;;;;;4.2%;;;;;;;;;
;;83800;Interprofessional Education I;202610;Fall 2025;001;21751;Weber, Zachary A.;;;;;;;;;;;;;;;;;0.7%;99.3%;;;;;;
;;84000;Professional Skills Lab III;202610;Fall 2025;001;23360;Baker, Chelsea M.;97.4%;;;;2.6%;;;;;;;;;;;;;;;;;;;
;;;;;;002;23361;Baker, Chelsea M.;89.5%;;;;7.9%;;;;;;;;;;;;;;;;;;2.6%;
;;;;;;004;23365;Baker, Chelsea M.;97.3%;;;;2.7%;;;;;;;;;;;;;;;;;;;
;;;;;;005;23369;Baker, Chelsea M.;93.8%;;;;6.3%;;;;;;;;;;;;;;;;;;;
;;84800;Drug Info & Lit Eval;202610;Fall 2025;001;61628;Sheehan, Amy H.;46.6%;;;;50.0%;;;2.1%;;;;;;;0.7%;;;;;;;;0.7%;
;;85200;Public Health Pharmacy;202610;Fall 2025;001;13160;Newton, Gail D.;98.6%;;;;0.7%;;;;;;;;;;;;;;;;;;0.7%;
;;85400;Interprofession Education III;202610;Fall 2025;001;20486;Weber, Zachary A.;;;;;;;;;;;;;;;;;;99.3%;;;;;0.7%;
;;86000;Professional Skills Lab V;202610;Fall 2025;001;66807;Hultgren, Kyle E.;87.9%;;;;12.1%;;;;;;;;;;;;;;;;;;;
;;;;;;002;66811;Hultgren, Kyle E.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;004;66809;Hultgren, Kyle E.;94.7%;;;;5.3%;;;;;;;;;;;;;;;;;;;
;;;;;;005;66808;Hultgren, Kyle E.;97.4%;;;;2.6%;;;;;;;;;;;;;;;;;;;
;;86600;Biotech/Adv Parenterals;202610;Fall 2025;001;66955;Matosevic, Sandro;53.1%;;;;43.5%;;;3.4%;;;;;;;;;;;;;;;;
;;86800;Patient Safety And Informatics;202610;Fall 2025;001;66956;Abebe, Ephrem;99.3%;;;;0.7%;;;;;;;;;;;;;;;;;;;
;;87000;Health Policy Applications;202610;Fall 2025;001;66957;Degnan, Daniel D.;99.3%;;;;0.7%;;;;;;;;;;;;;;;;;;;
;;88000;Adv Pharm Practice Exp;202610;Fall 2025;003;56930;Shepler, Brian M.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;;;;;004;56931;Shepler, Brian M.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;;;;;005;56932;Shepler, Brian M.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;;;;;006;25151;Shepler, Brian M.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;;;;;007;23104;Shepler, Brian M.;;;;;;;;;;;;;;;;;0.8%;99.2%;;;;;;
PHSC;PHSC-Pharmaceutical Science;10000;Intro To Pharmacy & Pharm Sci;202610;Fall 2025;001;29013;Krause, Jane E.;;;;;;;;;;;;;;;;;1.7%;96.6%;;;;;1.7%;
;;20000;Pharm And Admissions Pr-Honors;202610;Fall 2025;H03;29034;Darbishire, Patricia L.;85.7%;;;;7.1%;;;;;;;;;;;;;;;;;;7.1%;
;;;Pharm And Admissions Process;202610;Fall 2025;001;29032;Darbishire, Patricia L.;90.9%;;;;6.1%;;;2.0%;;;;;;;;;;;;;;;1.0%;
;;;;;;003;27405;Darbishire, Patricia L.;89.7%;;;;5.2%;;;1.0%;;;;;;;;;;;;;;;4.1%;
